"(('in', 'n'), ('the', 'n'))",396
"(('on', 'n'), ('the', 'n'))",213
"(('to', 'n'), ('the', 'n'))",207
"(('you', 'n'), ('know', 'v'))",189
"(('i', 'n'), ('know', 'v'))",180
"(('of', 'n'), ('the', 'n'))",172
"(('da', 'n'), ('da', 'n'))",170
"(('come', 'v'), ('on', 'n'))",159
"(('like', 'n'), ('a', 'n'))",154
"(('to', 'n'), ('be', 'v'))",144
"(('all', 'n'), ('the', 'n'))",139
"(('if', 'n'), ('you', 'n'))",133
"(('to', 'n'), ('me', 'n'))",133
"(('i', 'n'), ('got', 'v'))",131
"(('in', 'n'), ('my', 'n'))",130
"(('let', 'v'), ('me', 'n'))",130
"(('want', 'v'), ('to', 'n'))",129
"(('la', 'n'), ('la', 'n'))",129
"(('you', 'n'), ('can', 'n'))",127
"(('what', 'n'), ('you', 'n'))",124
"(('the', 'n'), ('way', 'n'))",123
"(('you', 'n'), ('are', 'v'))",118
"(('a', 'n'), ('little', 'a'))",116
"(('oh', 'n'), ('oh', 'n'))",115
"(('this', 'n'), ('is', 'v'))",104
"(('that', 'n'), ('you', 'n'))",104
"(('in', 'n'), ('a', 'n'))",102
"(('you', 'n'), ('and', 'n'))",101
"(('with', 'n'), ('me', 'n'))",101
"(('and', 'n'), ('the', 'n'))",99
"(('yeah', 'n'), ('yeah', 'n'))",98
"(('i', 'n'), ('can', 'n'))",95
"(('on', 'n'), ('my', 'n'))",94
"(('and', 'n'), ('i', 'v'))",92
"(('on', 'n'), ('a', 'n'))",91
"(('and', 'n'), ('i', 'n'))",90
"(('for', 'n'), ('the', 'n'))",89
"(('i', 'n'), ('love', 'v'))",89
"(('if', 'n'), ('i', 'a'))",89
"(('i', 'n'), ('am', 'v'))",88
"(('and', 'n'), ('you', 'n'))",88
"(('to', 'n'), ('you', 'n'))",87
"(('that', 'n'), ('i', 'n'))",86
"(('for', 'n'), ('me', 'n'))",86
"(('get', 'v'), ('it', 'n'))",84
"(('love', 'v'), ('you', 'n'))",84
"(('the', 'n'), ('world', 'n'))",83
"(('you', 'n'), ('got', 'v'))",83
"(('on', 'n'), ('me', 'n'))",83
"(('when', 'n'), ('i', 'n'))",81
"(('when', 'n'), ('you', 'n'))",81
"(('from', 'n'), ('the', 'n'))",79
"(('do', 'v'), ('you', 'n'))",79
"(('in', 'n'), ('your', 'n'))",78
"(('with', 'n'), ('you', 'n'))",78
"(('tell', 'v'), ('me', 'n'))",77
"(('it', 'n'), ('all', 'n'))",75
"(('do', 'v'), ('it', 'n'))",73
"(('to', 'n'), ('get', 'v'))",72
"(('for', 'n'), ('you', 'n'))",72
"(('i', 'n'), ('want', 'v'))",71
"(('i', 'n'), (""can't"", 'v'))",71
