"('get', 'v')",1132
"('ism', 'n')",807
"('know', 'v')",775
"('go', 'v')",667
"('come', 'v')",636
"('like', 'n')",583
"('oh', 'n')",565
"('love', 'n')",526
"('say', 'v')",477
"('one', 'n')",420
"('time', 'n')",409
"('love', 'v')",407
"('make', 'v')",404
"('yeah', 'n')",382
"('let', 'v')",381
"('see', 'v')",377
"('youre', 'n')",375
"('want', 'v')",343
"('never', 'r')",323
"('baby', 'n')",316
"('take', 'v')",315
"('tell', 'v')",285
"('well', 'r')",282
"('dont', 'n')",280
"('cause', 'n')",279
"('way', 'n')",278
"('feel', 'v')",263
"('dont', 'v')",258
"('day', 'n')",230
"('night', 'n')",221
"('good', 'a')",218
"('da', 'n')",218
"('girl', 'n')",213
"('little', 'a')",213
"('away', 'r')",209
"('run', 'v')",205
"('gonna', 'n')",201
"('need', 'v')",195
"('think', 'v')",194
"('heart', 'n')",193
"('keep', 'v')",192
"('ever', 'r')",191
"('life', 'n')",190
"('canst', 'v')",189
"('thing', 'n')",186
"('u', 'n')",182
"('let', 'n')",180
"('back', 'r')",180
"('find', 'v')",178
"('give', 'v')",175
"('man', 'n')",173
"('leave', 'v')",169
"('la', 'n')",168
"('round', 'n')",167
"('look', 'v')",166
"('hold', 'v')",161
"('every', 'n')",159
"('wait', 'v')",156
"('eye', 'n')",150
"('ive', 'a')",150
"('world', 'n')",145
"('could', 'n')",142
"('still', 'r')",142
"('dont', 'a')",139
"('around', 'n')",138
"('oh', 'a')",129
"('turn', 'v')",127
"('na', 'n')",121
"('wanna', 'v')",120
"('mind', 'n')",120
"('try', 'v')",120
"('dream', 'n')",114
"('wont', 'v')",114
"('start', 'v')",113
"('dance', 'n')",113
"('thats', 'n')",112
"('ya', 'n')",110
"('hear', 'v')",110
"('play', 'v')",108
"('forever', 'r')",108
"('put', 'v')",107
"('shed', 'n')",104
"('right', 'r')",104
"('song', 'n')",104
"('new', 'a')",104
"('boy', 'n')",101
"('two', 'n')",101
"('something', 'n')",100
"('head', 'n')",100
"('everything', 'n')",99
"('lose', 'v')",99
"('walk', 'v')",99
"('would', 'n')",98
"('call', 'v')",98
"('believe', 'v')",97
"('hand', 'n')",97
"('stop', 'v')",97
"('break', 'v')",95
"('bom', 'n')",95
"('place', 'n')",94
"('gonna', 'v')",92
"('true', 'a')",92
