"(('da', 'n'), ('da', 'n'), ('da', 'n'))",127
"(('la', 'n'), ('la', 'n'), ('la', 'n'))",113
"(('round', 'n'), ('and', 'n'), ('round', 'n'))",57
"(('yeah', 'n'), ('yeah', 'n'), ('yeah', 'n'))",53
"(('ah', 'n'), ('ah', 'n'), ('ah', 'n'))",48
"(('i', 'n'), ('love', 'v'), ('you', 'n'))",44
"(('you', 'n'), '<end>', '<end>')",43
"(('boom', 'n'), ('da', 'n'), ('da', 'n'))",38
"(('let', 'v'), ('me', 'n'), ('be', 'v'))",37
"(('love', 'n'), ('in', 'n'), ('the', 'n'))",37
"(('you', 'n'), ('and', 'n'), ('me', 'n'))",36
"(('i', 'a'), ('want', 'v'), ('to', 'n'))",36
"(('bom', 'n'), ('bom', 'n'), ('bom', 'n'))",36
"(('and', 'n'), ('round', 'n'), ('and', 'n'))",36
"(('oh', 'a'), ('oh', 'n'), ('oh', 'n'))",35
"(('oh', 'n'), ('oh', 'n'), ('oh', 'n'))",35
"(('in', 'n'), ('the', 'n'), ('first', 'a'))",35
"(('da', 'n'), ('da', 'n'), ('boom', 'n'))",33
"(('cry', 'n'), ('if', 'n'), ('i', 'a'))",32
"(('if', 'n'), ('i', 'a'), ('want', 'v'))",32
"(('da', 'n'), ('boom', 'n'), ('da', 'n'))",32
"(('what', 'n'), ('you', 'n'), ('waiting', 'v'))",32
"(('get', 'v'), ('it', 'n'), ('started', 'v'))",31
"(('a', 'n'), ('little', 'a'), ('bit', 'n'))",30
"(('i', 'a'), (""don't"", 'n'), ('know', 'v'))",30
"(('bom', 'n'), ('ba', 'n'), ('bom', 'n'))",30
"(('make', 'v'), ('a', 'n'), ('move', 'n'))",30
"(('you', 'n'), ('are', 'v'), ('the', 'n'))",29
"(('me', 'n'), ('be', 'v'), ('your', 'n'))",29
"(('me', 'n'), '<end>', '<end>')",28
"(('just', 'r'), ('a', 'n'), ('little', 'a'))",28
"(('dancin', 'n'), ('dancin', 'n'), ('dancin', 'n'))",28
"(('oh', 'a'), ('oh', 'a'), ('oh', 'n'))",27
"(('na', 'r'), ('na', 'n'), ('na', 'n'))",27
"(('ya', 'n'), ('ya', 'n'), ('ya', 'n'))",26
"(('you', 'n'), ('know', 'v'), ('that', 'n'))",26
"(('me', 'n'), ('come', 'v'), ('on', 'n'))",26
"(('i', 'n'), ('know', 'v'), ('you', 'n'))",26
"(('i', 'n'), ('got', 'v'), ('you', 'n'))",26
"(('want', 'v'), ('to', 'n'), ('be', 'v'))",25
"(('to', 'n'), ('get', 'v'), ('our', 'n'))",25
