"('thi', 'n')",812
"('know', 'v')",765
"(""i'm"", 'n')",653
"('like', 'n')",626
"('get', 'v')",615
"('go', 'v')",594
"('come', 'v')",536
"('wa', 'v')",501
"('see', 'v')",498
"('time', 'n')",494
"('got', 'v')",487
"('one', 'n')",464
"('never', 'r')",447
"('oh', 'n')",406
"(""don't"", 'n')",393
"('day', 'n')",382
"('say', 'v')",372
"('make', 'v')",356
"('want', 'v')",354
"('back', 'r')",351
"('love', 'n')",345
"(""it'"", 'n')",344
"(""don't"", 'v')",342
"('thing', 'n')",317
"('love', 'v')",315
"('take', 'v')",310
"(""can't"", 'v')",303
"('let', 'v')",301
"('away', 'r')",285
"('need', 'v')",281
"('whi', 'n')",275
"('feel', 'v')",275
"('caus', 'n')",269
"('way', 'n')",262
"(""i'm"", 'v')",260
"('could', 'n')",258
"('life', 'n')",256
"('man', 'n')",251
"('heart', 'n')",243
"('tell', 'v')",241
"('world', 'n')",237
"('keep', 'v')",234
"('mind', 'n')",221
"('hi', 'n')",214
"('said', 'v')",214
"('give', 'v')",210
"('eye', 'n')",205
"(""you'r"", 'n')",204
"('us', 'n')",202
"('night', 'n')",201
"('still', 'r')",201
"('old', 'a')",201
"(""it'"", 'v')",197
"('gone', 'v')",195
"('head', 'n')",187
"('tri', 'v')",184
"('babi', 'n')",181
"('nigga', 'n')",179
"(""i'v"", 'n')",179
"('think', 'v')",174
"('look', 'v')",168
"('yeah', 'n')",167
"('everyth', 'n')",162
"(""i'm"", 'a')",161
"('everi', 'n')",161
"('would', 'n')",159
"('ever', 'r')",156
"('rememb', 'v')",155
"(""i'll"", 'n')",154
"('new', 'a')",148
"('onli', 'r')",146
"('find', 'v')",145
"('call', 'v')",144
"('befor', 'n')",143
"('alway', 'r')",142
"('girl', 'n')",141
"('die', 'v')",140
"('hand', 'n')",138
"('gonna', 'n')",135
"('wrong', 'a')",134
"('littl', 'a')",132
"('run', 'v')",131
"('dream', 'n')",131
"(""won't"", 'v')",131
"('leav', 'v')",130
"('place', 'n')",127
"('realli', 'r')",125
"(""it'"", 'a')",124
"('turn', 'v')",122
"('home', 'n')",122
"('fall', 'v')",120
"('anoth', 'n')",118
"('around', 'n')",114
"('believ', 'v')",113
"(""that'"", 'n')",112
"('shit', 'n')",110
"('good', 'a')",110
"(""ain't"", 'v')",109
"('live', 'v')",109
"('noth', 'n')",109
"('well', 'r')",108
"('walk', 'v')",108
"('even', 'r')",108
"('hard', 'a')",107
"('hear', 'v')",106
"('lone', 'r')",106
"(""can't"", 'n')",104
"('ya', 'n')",103
"('without', 'n')",103
"(""you'r"", 'v')",103
"('made', 'v')",102
"('money', 'n')",102
"('face', 'n')",102
"('hold', 'v')",101
"('wanna', 'v')",101
"('last', 'a')",99
"('wait', 'v')",99
"('long', 'a')",99
"('left', 'v')",98
"('lost', 'v')",96
"('street', 'n')",95
"('stop', 'v')",92
"('insid', 'n')",92
"('right', 'r')",92
"('death', 'n')",91
"('light', 'n')",90
"(""there'"", 'n')",90
"('lie', 'v')",89
"('must', 'n')",89
"('word', 'n')",88
"('kill', 'v')",87
"('bring', 'v')",86
"('hey', 'n')",86
"('boy', 'n')",86
"('start', 'n')",86
"('free', 'a')",85
"('use', 'v')",85
"('peopl', 'n')",85
"('feel', 'n')",85
"('come', 'n')",85
"('live', 'n')",84
"('right', 'a')",83
"('friend', 'n')",83
"('forget', 'v')",83
"('seem', 'v')",82
"('cri', 'v')",82
"('ride', 'v')",81
"(""i'll"", 'a')",81
"('soul', 'n')",81
"('onli', 'a')",81
"('god', 'n')",81
"(""there'"", 'v')",81
"('year', 'n')",80
"('someth', 'n')",79
"('end', 'n')",79
"('stand', 'v')",78
"('move', 'v')",77
"('alon', 'r')",77
"('real', 'a')",77
"('pain', 'n')",76
"('ha', 'v')",75
"('pleas', 'v')",75
"(""won't"", 'n')",75
"('ye', 'n')",75
"('reason', 'n')",74
"('mani', 'a')",74
"('hit', 'v')",74
"(""we'r"", 'n')",74
"('fuck', 'v')",74
"('two', 'n')",72
"('dead', 'a')",72
"(""ain't"", 'n')",70
"('lose', 'v')",70
"(""he'"", 'n')",70
"('set', 'v')",70
"('tonight', 'n')",70
"('put', 'v')",69
"('name', 'n')",69
"('line', 'n')",68
"('nobodi', 'n')",68
"('better', 'a')",68
"('nigga', 'a')",68
"('bad', 'a')",67
"('look', 'n')",67
"('stay', 'v')",67
"('voic', 'n')",67
"('fire', 'n')",66
"('chang', 'v')",66
"('watch', 'v')",64
"('sun', 'n')",64
"('break', 'v')",64
"('game', 'n')",63
"('ask', 'v')",63
"('talk', 'v')",63
"('burn', 'v')",63
"('side', 'n')",63
"('done', 'v')",62
"('came', 'v')",62
"('start', 'v')",62
"('kind', 'n')",62
"(""that'"", 'v')",62
"('thought', 'v')",62
"('gave', 'v')",62
"('play', 'v')",62
"('gun', 'n')",61
"('fuck', 'n')",60
"('onc', 'r')",60
"('song', 'n')",60
"('true', 'a')",60
"('sky', 'n')",60
"('long', 'r')",60
"('hell', 'n')",60
"('blood', 'n')",60
"('might', 'n')",59
"('door', 'n')",59
"('best', 'a')",59
"('far', 'r')",59
"('much', 'a')",59
"('hope', 'v')",59
"('miss', 'v')",58
"(""you'r"", 'r')",58
"('thought', 'n')",58
"('motherfuck', 'n')",58
"('lord', 'n')",58
"('show', 'v')",58
"('happen', 'v')",57
"('learn', 'v')",57
"('gotta', 'v')",57
"('lie', 'n')",57
"('whole', 'a')",57
"('high', 'a')",56
"('part', 'n')",55
"('soon', 'r')",55
"('bitch', 'n')",55
"('oh', 'a')",55
"('becaus', 'n')",54
"('someon', 'n')",54
"('round', 'n')",54
"('knew', 'v')",54
"('dark', 'n')",54
"('fear', 'n')",54
"('caus', 'v')",54
"('hide', 'v')",54
"('tryin', 'n')",53
"(""it'"", 'r')",53
"('sing', 'v')",53
"('brother', 'n')",53
"(""don't"", 'a')",53
"('right', 'n')",52
"('fight', 'v')",52
"('mayb', 'r')",52
"('goe', 'v')",51
"('though', 'n')",51
"(""i'd"", 'n')",51
"('black', 'a')",51
"('knee', 'n')",51
"('yo', 'n')",51
"('fall', 'n')",50
"(""you'll"", 'n')",50
"('hold', 'n')",50
"('la', 'n')",50
"('famili', 'n')",50
"('chain', 'n')",49
"('saw', 'v')",49
"('help', 'v')",49
"('anyth', 'n')",49
"('wait', 'n')",49
"('fool', 'n')",49
"('wall', 'n')",48
"('forev', 'r')",48
"('togeth', 'r')",48
"('ass', 'n')",48
"('told', 'v')",48
"('wonder', 'v')",48
"('sign', 'n')",48
"('ground', 'n')",48
"('mean', 'v')",47
"('big', 'a')",47
"('block', 'n')",47
"(""y'all"", 'n')",47
"(""she'"", 'n')",47
"('took', 'v')",47
"('end', 'v')",46
"('sinc', 'n')",46
"('sure', 'a')",46
"('gonna', 'v')",46
"('move', 'n')",46
"('star', 'n')",46
"('water', 'n')",46
"('readi', 'a')",45
"('wake', 'v')",44
"('babi', 'v')",44
"(""you'r"", 'a')",44
"('breath', 'n')",44
"('outsid', 'n')",44
"('john', 'n')",43
"('road', 'n')",43
"('aliv', 'a')",43
"('arm', 'n')",43
"('chanc', 'n')",43
"('oo', 'n')",43
"('call', 'n')",43
"('shine', 'v')",43
"(""i'v"", 'r')",43
"('break', 'n')",43
"('cannot', 'v')",43
"(""you'v"", 'n')",43
"('ooh', 'n')",43
"('ani', 'n')",42
"('truth', 'n')",42
"('goodby', 'n')",42
"('abov', 'n')",42
"('blue', 'n')",42
"('around', 'r')",42
"('breakbeat', 'n')",42
"('care', 'n')",41
"('lay', 'v')",41
"('hurt', 'v')",41
"('pass', 'v')",41
"('pull', 'v')",41
"('sound', 'n')",41
"(""you'll"", 'r')",41
"('fli', 'v')",41
"('somebodi', 'n')",41
"(""i'm"", 'r')",41
"('gotta', 'n')",41
"('save', 'v')",41
"(""i'v"", 'a')",41
"('bang', 'n')",41
"('tear', 'n')",40
"('lead', 'v')",40
"('found', 'v')",40
"('hate', 'n')",40
"('strong', 'a')",40
"('seen', 'v')",40
"('behind', 'n')",40
"('hell', 'v')",40
"('may', 'n')",40
"('hate', 'v')",39
"('memori', 'n')",39
"('rock', 'n')",39
"('citi', 'n')",39
"('apart', 'r')",39
"('war', 'n')",39
"('control', 'n')",39
"('beat', 'n')",39
"('york', 'n')",39
"('let', 'n')",38
"('pleas', 'n')",38
"('hit', 'n')",38
"('mine', 'n')",38
"('went', 'v')",37
"('crack', 'n')",37
"('first', 'a')",37
"('sometim', 'r')",37
"('plan', 'n')",37
"('upon', 'n')",37
"('wish', 'v')",37
"(""i'v"", 'v')",37
"(""didn't"", 'v')",36
"('matter', 'n')",36
