"(('in', 'n'), ('the', 'n'))",396
"(('on', 'n'), ('the', 'n'))",213
"(('to', 'n'), ('the', 'n'))",207
"(('you', 'n'), ('know', 'v'))",189
"(('i', 'n'), ('know', 'v'))",178
"(('of', 'n'), ('the', 'n'))",173
"(('da', 'n'), ('da', 'n'))",170
"(('come', 'v'), ('on', 'n'))",159
"(('like', 'n'), ('a', 'n'))",154
"(('to', 'n'), ('be', 'v'))",144
"(('all', 'n'), ('the', 'n'))",139
"(('if', 'n'), ('you', 'n'))",133
"(('to', 'n'), ('me', 'n'))",133
"(('i', 'n'), ('got', 'v'))",133
"(('want', 'v'), ('to', 'n'))",131
"(('in', 'n'), ('my', 'n'))",130
"(('let', 'v'), ('me', 'n'))",130
"(('la', 'n'), ('la', 'n'))",130
"(('you', 'n'), ('can', 'n'))",128
"(('oh', 'n'), ('oh', 'n'))",126
"(('what', 'n'), ('you', 'n'))",124
"(('the', 'n'), ('way', 'n'))",123
"(('you', 'n'), ('are', 'v'))",118
"(('a', 'n'), ('little', 'a'))",116
"(('this', 'n'), ('is', 'v'))",104
"(('that', 'n'), ('you', 'n'))",104
"(('in', 'n'), ('a', 'n'))",102
"(('you', 'n'), ('and', 'n'))",101
"(('with', 'n'), ('me', 'n'))",101
"(('and', 'n'), ('the', 'n'))",99
"(('yeah', 'n'), ('yeah', 'n'))",99
"(('i', 'n'), ('can', 'n'))",96
"(('on', 'n'), ('my', 'n'))",94
"(('that', 'n'), ('i', 'n'))",93
"(('and', 'n'), ('i', 'n'))",92
"(('on', 'n'), ('a', 'n'))",92
"(('i', 'n'), ('canst', 'v'))",91
"(('and', 'n'), ('i', 'v'))",90
"(('for', 'n'), ('the', 'n'))",89
"(('and', 'n'), ('you', 'n'))",89
"(('i', 'n'), ('am', 'v'))",88
"(('to', 'n'), ('you', 'n'))",87
"(('if', 'n'), ('i', 'a'))",86
"(('for', 'n'), ('me', 'n'))",86
"(('i', 'n'), ('love', 'v'))",85
"(('get', 'v'), ('it', 'n'))",84
"(('the', 'n'), ('world', 'n'))",83
"(('you', 'n'), ('got', 'v'))",83
"(('on', 'n'), ('me', 'n'))",83
"(('when', 'n'), ('you', 'n'))",82
"(('love', 'v'), ('you', 'n'))",81
"(('from', 'n'), ('the', 'n'))",79
"(('do', 'v'), ('you', 'n'))",79
"(('tell', 'v'), ('me', 'n'))",78
"(('when', 'n'), ('i', 'n'))",78
"(('in', 'n'), ('your', 'n'))",78
"(('with', 'n'), ('you', 'n'))",78
"(('it', 'n'), ('all', 'n'))",76
"(('do', 'v'), ('it', 'n'))",73
"(('to', 'n'), ('get', 'v'))",72
"(('for', 'n'), ('you', 'n'))",72
"(('i', 'n'), ('want', 'v'))",71
