"('one.01', 'n')",2212
"('exist.01', 'v')",1180
"(""i'm.01"", 'n')",1115
"('iodine.01', 'n')",924
"(""don't.01"", 'n')",805
"(""it's.01"", 'n')",718
"('like.01', 'n')",622
"('thus.02', 'r')",571
"('know.09', 'v')",527
"(""can't.01"", 'n')",434
"('oh.01', 'n')",419
"(""you're.01"", 'n')",409
"('equal.01', 'v')",399
"('suffice.01', 'v')",386
"('suppose.01', 'v')",373
"('occur.02', 'v')",363
"('embody.02', 'v')",356
"('never.02', 'r')",355
"('sidereal_day.01', 'n')",341
"('take.35', 'v')",325
"('back.02', 'r')",321
"('rifle.02', 'v')",320
"(""i've.01"", 'n')",300
"('precisely.01', 'r')",294
"('time.02', 'n')",289
"(""i'll.01"", 'n')",272
"('suffer.02', 'v')",262
"('nowadays.01', 'r')",258
"('could.01', 'n')",258
"('want.02', 'v')",253
"('way.11', 'n')",249
"('watch.03', 'v')",244
"('survive.01', 'v')",238
"('aside.02', 'r')",236
"('love.03', 'v')",235
"('want.03', 'v')",230
"('u.01', 'n')",228
"('pay_back.02', 'v')",227
"('order.01', 'v')",222
"('lawsuit.01', 'n')",221
"(""ain't.01"", 'n')",217
"(""won't.01"", 'n')",215
"('gonna.01', 'n')",212
"(""there's.01"", 'n')",210
"('sleep_together.01', 'v')",197
"('yeah.01', 'n')",196
"(""that's.01"", 'n')",191
"('old.02', 'a')",190
"('take.24', 'v')",187
"('perplex.01', 'v')",186
"('induce.02', 'v')",183
"('nigger.01', 'n')",172
"('sexual_love.02', 'n')",172
"('worldly_concern.01', 'n')",165
"('everything.01', 'n')",162
"('ya.01', 'n')",160
"('every.01', 'n')",160
"('scram.01', 'v')",160
"('would.01', 'n')",159
"('wanna.01', 'n')",158
"('thing.01', 'n')",152
"('excessively.01', 'r')",147
"('feel.08', 'v')",144
"('girlfriend.02', 'n')",143
"('permit.01', 'v')",143
"('visit.01', 'v')",142
"('try_on.01', 'v')",142
"('biography.01', 'n')",140
"('know.02', 'v')",138
"('cause.01', 'v')",133
"('expect.03', 'v')",130
"('new.06', 'a')",129
"('tell.07', 'v')",129
"('nigga.01', 'n')",125
"('travel.01', 'v')",124
"('spirit.02', 'n')",122
"('lonely.01', 'n')",122
"('still.04', 'r')",119
"('another.01', 'n')",118
"('eye.01', 'n')",116
"('small.01', 'a')",116
"('grow.08', 'v')",115
"('around.01', 'n')",114
"('therefore.01', 'r')",113
"('remember.07', 'v')",113
"('always.01', 'r')",113
"(""we're.01"", 'n')",112
"('thing.12', 'n')",111
"('hey.01', 'n')",111
"('head.28', 'n')",110
"('love.05', 'n')",109
"('world.08', 'n')",109
"('die.01', 'v')",109
"('nothing.01', 'n')",109
"(""you'll.01"", 'n')",108
"('let.01', 'v')",107
"('leave.11', 'v')",106
"('gotta.01', 'n')",106
"('wrong.05', 'a')",105
"('find.05', 'v')",104
"('practice.01', 'v')",103
"('without.01', 'n')",103
"('shit.04', 'n')",101
"('restrain.01', 'v')",101
"('ohio.01', 'n')",100
"('last.02', 'a')",99
"('good.03', 'a')",97
"('yes.01', 'n')",97
"('tonight.01', 'n')",97
"('person.01', 'n')",96
"('think.13', 'v')",96
"('prison_term.01', 'n')",96
"('ever.03', 'r')",94
"('never.01', 'r')",92
"('merely.01', 'r')",92
"(""he's.01"", 'n')",91
"('inside.01', 'n')",91
"('semen.01', 'n')",91
"('total.01', 'v')",89
"('properly.01', 'r')",89
"('must.01', 'n')",89
"('yield.01', 'v')",87
"('fuck.01', 'n')",86
"('even.04', 'r')",86
"(""i'd.01"", 'n')",86
